"trip_id","shape_id","timestamps","status","stop_lat","stop_lon","route_id","route_short_name"
"24-02406-57960-2-c3aceea3","24-02406-9d268e83",1683302871,1,-36.84774,174.75908,"24B-202","24B"
"24-02406-57960-2-c3aceea3","24-02406-9d268e83",1683303959,1,-36.87282,174.74677,"24B-202","24B"
"24-02406-57960-2-c3aceea3","24-02406-9d268e83",1683304467,1,-36.8913,174.73653,"24B-202","24B"
"24-02406-57960-2-c3aceea3","24-02406-9d268e83",1683304748,1,-36.903,174.72931,"24B-202","24B"
"24-02406-57960-2-c3aceea3","24-02406-9d268e83",1683305160,1,-36.91078,174.71682,"24B-202","24B"
"24-02406-57960-2-c3aceea3","24-02406-9d268e83",1683305411,1,-36.92186,174.70671,"24B-202","24B"
"24-02406-57960-2-c3aceea3","24-02406-9d268e83",1683305557,1,-36.92199,174.70128,"24B-202","24B"
