"trip_id","shape_id","timestamps","status","stop_lat","stop_lon","route_id","route_short_name"
"24-02404-64020-2-64484aca","24-02404-cbc5ef5d",1683308862,1,-36.84774,174.75908,"24B-202","24B"
"24-02404-64020-2-64484aca","24-02404-cbc5ef5d",1683309151,1,-36.85076,174.76419,"24B-202","24B"
"24-02404-64020-2-64484aca","24-02404-cbc5ef5d",1683309546,1,-36.86227,174.76162,"24B-202","24B"
"24-02404-64020-2-64484aca","24-02404-cbc5ef5d",1683310325,1,-36.8913,174.73653,"24B-202","24B"
"24-02404-64020-2-64484aca","24-02404-cbc5ef5d",1683311406,1,-36.91399,174.69677,"24B-202","24B"
"24-02404-64020-2-64484aca","24-02404-cbc5ef5d",1683311721,1,-36.90925,174.68369,"24B-202","24B"
